Unnamed: 0,reviews,sentiment,entities,review_length
111,absolutely terrible lost luggage flight delivered 3 day later smashed piece lete departure caused miss connecting flight yielding 7 hour delay aircraft oversubscribed dirty unpleasant persistent odour food genuinely horrible im ex force ill eat almost anything usually,negative,[],268
112,booked premium economy round trip phoenix zurich via aa codeshare operated british airway way return flight back phoenix february 25th first leg ba flight 0773 zurich london heathrow delayed departure cause u missed ba 0289 connection flight heathrow phoenix first problem dash terminal 5 security check point 1200 pm airplane still gate depart 225 pm schedule almost 30 min point however terminal 5 security stopped u told pas thru security due airline requirement later realized flight 0289 leave 330 pm directed customer service rebook flight got ba customer service transfer counter one agent available least 12 passenger waiting line told ba short staff due british holiday end february soccer championship match sunday took u least hour half rebook flight next day also seems much option want back phoenix different flight day agent rebooked flight told u printer broken need go zone 2 terminal 5 get ticket hotel voucher printed found zone 2 ticket voucher hand assure agent luggage next day flight u well also told shuttle bus around corner take u hotel however map detail direction provided took u find shuttle back side terminal 5 time arrived hotel tired next day arrived airport hour ahead scheduled departed time 225 pm noticed checked two bag spot based iphones find feature apple air tag checked bag checked gate agent confirmed one checked bag associated flight luckily flight delayed two hour bag made flight flight team young flight attendant generally pleasant missed service meal order special meal popular chicken dish available came row told chicken dish ok told give minute bring different chicken dish however totally forgot came back collect trash mentioned forgot chicken dish surprised acting like lying overall think premium economy flight ba worst experience recent memory british flagship carrier seem dont care emailed sent experience customer service responded standard corporate reply one email template,negative,['zurich'],1936
113,chose rotterdam london city airport convenience small hotel docklands meant short distance city airport three hour departure flight canceled however disappointing made swift move amsterdam schiphol airport unfortunately offered flight heathrow meant almost 15 hour tube hotel flight back operated lcy rtm 30 min delay term punctuality ba reliant flight okay snack drink e190 far comfortable 22 seating legroom a319 extra expense cancelled flight handled promptly got money extra transport food back ba good job respect hesitant book though airline flying rtm lcy,positive,[],562
114,entire booking ticketing experience stressful erroneous booked directly ba thought go airline home headquarters uk need go uk mistake month ago could cancel change flight without paying 750 cancel flight money sitting 1 year account otherwise lost minus hundred tax really flying american airline another partner cant check without redirected site dont recognize dont appear aa aer lingus application couldnt ask time change plane london despite review saying long hard would mean cancel plane ticket loss money ive phone agent hour 3 different call app let without time reset passcode 30 minute wait email get error,negative,[],616
115,british airway cancelled flight le 24 hour automatically rebooked 2 day later called customer service 3 time trying change would help daughter flying different reservation legally blind needed flight didnt care would help eventually bought new ticket easyjet arrive home entered complaint get fare refunded took 4 month response cancelled strike spain wont refund easyjet didnt cancel whole experience awful disappointing,negative,[],421
116,wanted write review could give huge thank one staff lisbon named jay ramphul went beyond really helped urgent situation boarded flight 20 minute take realized left cell phone club lounge going get permission deboard get back time take jay stepped made happened literally ran far distance retrieve phone get back plane within minute take true service dont know review ever get back management hope want express gratitude help kindness matter,positive,[],440
117,check fast friendly security breeze lounge busy early evening comfortable clean flight attendant welcoming seat nightmare reverseforward step window seat hell thought good idea meal ok curry based like curry flight india fa brilliant flyer awake overnight flight improving since last ba flight,positive,[],293
118,first time seen new club world suite seat comfortable unlike airline ba crammed many seat business class humanly possible cabin felt cramped crew behaved though passenger grateful turning shift looked scruffy new uniform clearly dress code policy scrapped appreciate appearance measure service quality uk alone service appalling menu lacked choice food presented fell floor scooped back onto plate bedding atrocious old scraggly blanket ill fitting seat cover cold asked extra blanket never arrived drink coaster obviously cutback drink kept spilling decided clean crew couldnt bothered didnt pick fact using bathroom hand towel act drink coaster mop mess aircraft old although retrofitted leak galley wall lot blue roll situ mop mess premium service felt like low cost carrier business,positive,[],786
119,flew business class doha london 31st march service slow unfriendly even one male cabin crew working business class asked female cabin crew looking area smile ordered waffle breakfast looked like theyd fallen plate thrown back see photo plate waffle served hot moved plate burnt finger wasnt warned ferociously hot shocked bad food presentation didnt feel comfortable saying anything cabin crew wasnt approachable friendly lunch bread roll dry rock hard couldnt cut end sure food service bad flight generally ba food good well presented also wifi wasnt working flight,positive,[],566
120,starting heathrow terminal 3 check fairly easy fast track security terrible area currently refurbishment two scanning machine fast track area time one use queue long slow moving ive heard mixed thing ba club lounge fairly impressed food option fairly varied tasted really nice nice salad well pie veg drink always ba lounge easy lay hand cater want lounge decent size various seating option wasnt busy time went sunday evening boarding well organised club passenger higher tier boarded quickly easily amenity kit bottle water bedding waiting seat welcome drink provided fairly quickly sitting hot towel provided take shortly followed drink nut regularly said nut would infinitely better served properly small packet food service board consisted main dinner service served 12 hr take breakfast meal landing meal genuinely delicious meat tender juicy perfectly cooked drink provided whenever asked although crew busy serving passenger proactively offer top ups breakfast offered passenger woke meant people ate wanted rather order almost quite like la carte dining crew friendly efficient nice personality coming fairly standard experience ba flight entertainment excellent good screen quality responsive touch screen excellent selection use wifi however available aircraft price reasonable think seat generally comfortable storage compartment convenient spacious enough crew aisle side plane forgot unlock door people work periodically request crew whilst never complain fully flat bed reverse herringbone layout make footwell bit cramped also mean lot comfortable lie one side rather facing away door manage hour sleep though bad overall really lovely flight absolutely holding decent business class productservice,positive,[],1714
121,flown route easyjet regularly twenty year age 80 boarding nice become chaotic wearing l decided pay significant extra amount see ba better outward flight heathrow great acceptable l attempted checkin return l discovered booking time l booked l recovering serious illness assumed l must made mistake considerable panic l booked last minute flight considerable cost easyjet boarding usual shamble flying gatwick rather heathrow way get home 120 taxi rather 2 bus fare heathrow arrival home l discovered email confirmation return flight ba immediately contacted complain ask financial compensation two week since sent two apology slow response nothing else far elderly friend say find travelling british airway stressful travel outside uk help environment seems remarkable airline industry uk deteriorated extent unfortunately jal singapore l used happily many year fly within europe,positive,[],880
122,last minute business trip hnd route regularly fly overall good experience new club world offering personally like find plenty room although say little tight arrived lhr plenty time used first class wing eligible due exec club status great see security lane reopen efficient due new need empty bag scanner additionally first class lounge busy usual nice experience boarding gate a10 bus probably least enjoyable part journey uncommon flight use a10 baffle large number passenger need take scenic journey past gate b gate finally c gate arriving aircraft even passing empty airbridge gate route boarding well organised real announcement started checking people bag preboarding announcement confused people thought general boarding started moving forward group 1 opened got front queue group 2 3 began boarding separate line many people waiting board bus enough room onboard aircraft clean like ife offering new club world unfortunately didnt find crew particularly welcoming engaging know lot passenger long flight much smiling customer service one point walk galley toilet return 3 crew member talking one particular blocking way looking proceeded continue didnt offer et past eventually inflight manager moved one side pas another occasion went request drink effectively scowled look felt like want disturbing point generally good flight time arrival hnd,positive,[],1354
123,overall would say disappointing due ba status lounge access small side busy aircraft used remote gate boarding well organised group status manage make way onto first bus 3 arrival aircraft plane still prepared wait bus 10 minute everyone becoming little irritable turn inbound flight number complex wheelchair passenger needed assistance delayed took long amount time arrive 35 minute waiting bus finally boarded aircraft captain apologised delay mention crew seat standard euro traveller service okay crew particularly engaging tried order coffee due seatbelt sign result minor turbulence told wouldnt possible crew member reached two row behind seatbelt sign turned didnt come back ask would still like coffee overall arrived lhr 1 hour late tug move aircraft lisbon wait gate lhr disappointing worst flight,negative,[],809
124,lhr delhi business exceptional flight stylish quirky b gate lounge interesting modern eclectic food plus whispering angel bar food board delicious well presented friendly fun relaxed crew blend deference selfdeprecation familiarity flying ba 35 year various class probably best great job ba,positive,[],290
125,efficient smooth flight start finish cabin crew attentive bubbly clean aircraft mcvities snack nice touch even coffee bag unexpectedly nice everything praise nothing complain,positive,[],174
126,told take hand luggage onto plane overhead cabin already full put hold aircraft door frustrating hand luggage avoid delay heathrow bag arrive baggage belt 45 min waiting spend another 30 min filling form etc told bag still madrid know time decency inform u waited arrive 12 hour later communication ba terrible unnecessary experience badly handled ba many people bag big hand luggage hence cabin full everyone boarded unfair helping informing u fact leave madrid double level incompetence,negative,[],488
127,flight comfortable enough hour delay return leg however leg told put small expensive cabin case hold flight full done amused see passenger bringing much larger case cabin ba stick cabin bag size limit inconvenience comply,neutral,[],221
128,really good flying experience ba travelling young family 4 flight left time even arrived early nearly one flight food generous quite tasty economy class crew coming around waterdrinks throughout flight checked luggage also arrived safely undamaged vce return flight yul flight crew attentive friendly helpful u child especially gentleman served u return flight vce yul march 5th b7878 interior really dated really need updated compete european counterpart panel squeaking loudly hit turbulence seat cover coming seat tray table level loose eating ife b7878 worked fine definitely wasnt responsive newer larger screen like one b777200 thankfully b777200 interior updated one flew clogged sink one lavatory created problem passenger unfortunately nearly flight garbage left seat pocket floor werent quite clean incoming flight lhr b7878 assigned gate arrived early airport resulted significant delay airport bus get plane also slowed deplaning process would definitely consider flying transatlantic ba received value service fare paid,positive,[],1032
129,waited hour checkin paphos business checkin staff utterly incompetent flight crew business class removed ruck sack flight bin without consent make way another customer luggage coerced luggage foot throughout flight utterly outrageous last thing would expect ba business class,negative,[],275
130,great experience outset poorly managed bused u parking slot u wait 15 minute bus plane ready ba business class business class tired small generally worth ticket price table dont sit straight arm rest arent secure terrible screen patch first class airline apparently ba think long way go,positive,[],286
131,boarding difficult caused vast majority passenger carrying much hand luggage fa friendly seat ba european flight extremely narrow choice breakfast surprising champagne castelau european flight better quality brand used club intercontinental flight nothing wrong flight however pleasant due unpleasant seat waiting time brussels luggage 20 minute acceptable,positive,[],356
132,boarding started delay 20 minute everybody could see member team arrive 5 en 3 minute announced boarding time wait outside nearly 15 minute hot unfortunately flying barbados london club class underwhelming experience ba performing great performance international flight anymore lucky 777 new configuration welcome aboard champagne fruit juice glass filled level one inch far cheaper brand champagne heidsieck monopole rosé champagne available wine also poor french wine cognac also available anymore meal sub par steak replaced beef stew fa made clear dessert cheese 4 hour flight ice available minimal information flight deck breakfast suitable business class fa friendly others far pleasant experience despite high fare,positive,[],721
133,absolutely horrible customer service never fly left toronto london missed connecting flight london mumbai book different airline pay cost cancelled return flight 3 week later mumbai toronto without notifying u happened find tried check day stuck mumbai 3 small kid return flight first last time flying,negative,[],301
134,ba used much like onboard crew check staff lacked interest job safety point make eye contact ask security question counter opened 7 minute late crew cph wonderful announcement loud many maybe grumpy took le 15 get lhr self service transfer lgw breeze crew po sector ok aisle seat bumped cabin crew booty continuously 9 hour fault could never relax fully one caribbean crew excelled joined carnival spirit passenger feeling onboard wonder ba management ever tasted food onboard absolutely tasteless worst saved 550 choosing ba klm reason chose klm definitely league ba many aspect need change airport,positive,[],599
135,ba first even best business class sky cabin long tooth service extremely inattentive lackadaisical waiting hour offered dinner drink dessert nothing awful value money,positive,[],166
136,worst business class experience ground crew singapore friendly ended switching lounge ba qf aircraft late 1 hour cabin crew business class unfriendliest crew experienced one smiled welcomed board body checking though flight wanted anything found seat sat waited someone offer refreshment nobody came stewardess approached passenger sitting infront hed offer refreshment said looked made eye contact looked walked straight past observing passenger crew assist lady struggling put carry luggage overhead entire flight staff felt like hated flight want work disembarking walked past 4 crew one saying goodbye thank passenger food average cocktail ok wine selection average,negative,[],669
137,quite possibly worst business class ever flown barely rate premium economy ba shouldnt suggesting offering premium seating regional route europe route ba crammed seat close together experience like flying discount airline buyer beware point upgrading business class ensuring middle seat empty bag board first seat extremely uncomfortable cant really reclined flight entertainment even app many discount airline use regional flight upon time ba used good airline maybe still longhaul truly awful shorthaul fivehour flight actually short haul might well save money book cheaper airline staff courteous professional issue quality product price,negative,[],640
138,never flying ba first last flying singapore transit sydney auckland destination firstly hour delay flight singapore fine received email advance could head slightly later confirmed staff singapore ill make fine connecting flight since hour delay v hour transit arrived sydney flight fine ba staff decent knew close boarding time rushed check get international transit flight ushered downstairs catch shuttle bus queuing long time scanned boarding pas said taken flight notified prior find transfer desk request rebook connecting flight rushed quickly could waste time lady qantas rep told needed speak menzies rep matter gave instruction find menzies rep rushed boarding gate asiana flight speak menzies rep busy boarding passenger waited side passenger board told head another transfer desk rebook connecting flight disgruntled passenger arrived next available flight night meant arrived 8am sydney wait close 12 hour get next flight aussie visa need one per booked flight granted day stay given meal voucher sent hunt good place restsleepnap many cafe restaurant rejected meal voucher way finally got food ultimately rebooked flight delayed another 30mins stress anxiety fatigue hassle caused ba poor rebooking system ive filed formal complaint request compensation waiting hear back,positive,[],1284
139,trip mexico city opportunity experience ba longhaul business class first time extremely underwhelming first boarding flight mexico city done bus every inch bus filled passenger couldnt even breath club world experience personalised doesnt make feel special flight crew giving welcome drink giving free food food bank wasnt offered nonalcoholic choice due sitting last row business class cabin rude serving attitude happened flight attendant serving icecream midflight way literally threw ice cream head middle seat covered side make flight attendant hard reach striking issue cabin state seat old style yinyang seat looked pretty old storage space functionality working struggle entertainment screen working well quite unstable flight attendant playing security way neither seat area playing safety video flight attendant redemonstrate security instruction manually way crew opened screen security demonstration kept closing asked way keep screen open flight attendant joked saying tell pilot fly angle screen pulled stay open found attitude unacceptable screen old bad quality quite underwhelmed food provided board looked great menu card quite bad servedi would recommend ba business class product based experience,positive,[],1216
140,upgraded check club europe seat 1d excellent experience ba checkin airport quick smooth friendly staff fast track headed gallery lounge lhr t3 exceeded expectation food really good superb view runway flight great people remarked legroom isnt good even club europe found fine 2 hour flight afternoon tea delicious cabin crew excellent airport 10 minute landing ba superb job flight,positive,[],380
141,bought return trip ba webjet australia last year would fly sydney porto middle june problem return earlier australia requested change date march january point ba partner changed detail return flight many time problem problem although flexible date refused fly back buy ticket another company travel australia later asked change return date january next year turned keep mind negative experience ba booking future trip,positive,[],417
142,poor start finish six month purchasing ticket added extra bag exorbitant cost 130 transaction failed make system rang ba customer service cut without reply lhr manager summoned verify printed receipt payment assured would problem return trip wrong experience li board hour delay late discovery technical fault old plane uncomfortable seat minimal legroom soggy cookie small bottle water offered free return trip even uncomfortable seat made worse extra recline passenger front enjoyed due knackered seat upon time ba stood something longer next time tap much newer plane,negative,[],570
143,communication customer service non existent make pay seat return flight madrid london didnt ticket premium economy time check able bamad madlhr madrid issued boarding pas changed seat 5f 19f worst seat ever explained rudeness madrid plane changed section business premium send back apology answer complaint low cost airline treat better refund seat received zero apology,neutral,[],370
144,supposed flight cancelled 12 hour takeoff nearly 4 month ba finally responded compensation claim confirming due statutory compensation another 2 month later still received despite chasing according ba bank must lost payment apparently problem experience great airline customer service better worst low cost carrier,positive,[],314
145,fear ba flight operated finnair business class seat offer leg room ba offering service could better food ba good excellent flight arriving much ahead schedule delay disembarking one available lhr pilot bridge,positive,[],208
146,flown ba five time western usa england always decent service never problem website impossible navigate terrible take endless repeating circle loop never lead resolution lost suitcase spent hour upon arrival lisbon trying navigate website frustrating fruitless three day trip still waiting clothing toiletry electronics talk real person impossible even quit thinking 396 spent secure seat economy turned extra legroom paid 400 extra nothing done ba whoop quite still get home,negative,[],474
147,london heathrow istanbul start halfterm school holiday flight busy indeed boarding quite well managed neatly presented pleasant gate agent one went way assist elderly passenger mobility issue felt singled member ba crew insisted small bag taken checkedin passenger large bag stopped taking onto flight flight felt staff member unprofessional towards aisle seat spoke length couple sitting next country origin may well invisible member cabin crew disappeared returned selection drink snack business class compatriot managed spill liquid even acknowledge a320 clean ife even routemap follow journey rather clinical flight exceptionally basic received small bottle water two broken digestive biscuit wifi work ridiculous skyshop accessible either asked coffee cabin crew member kissed teeth low ba fallen also noted tension member cabin crew 2 colleague good enough disembarkation remarkably orderly civilized captain made effort engage passenger flight sensible update,positive,[],966
148,jan 30th booked lastminute transatlantic flight ireland attend funeral close friend mine nature trip bad enough vacation transatlantic leg flight ba airline terrible experience baby cry right next good portion flight thats ba fault continue set stage midflight close bathroom middle plane seat 16j right behind one bathroom started leaking sewage passenger compartment could see water coming toward soon foot imagine didnt smell great made bad trip worse got new pair boot contacted ba explained great detail happened response essentially sorry contacted verify formal response responded offering 50 euro voucher use future ba flight little value contacted giving another chance make right nothing fault screaming baby fault restroom overflowed created disgusting mess soiled boot fault made effort make right inconvenience health safety issue far tell im one got sewage foot think completely unacceptable everything avoid flying ba future,negative,[],939
149,british airway gold guest list member lifetime privilege spite given britsh wherever possible take ten trans ocean trip year fortunate able fly first class unfortunately british longer first class product sell one name first class price fairness deliver would consider good business class experience point airline sell business class fact better british first class experience qatar emirate flown many million mile british last week completed around world trip emirate qantas a380 million ba mile never experience good experience ek qantas long time ago food beverage service ba truly extraordinary today would bit stretch even call ordinary sad decline seat comfort first lounge food beverage need serious rework first class traveler british option sad truly sad,positive,[],763
150,another case reviewing british airway flight actually provided booked several month ago london casablanca via madrid madrid casablanca leg iberia returning marrakech direct ba first marrakech flight cancelled rebook royal air maroc ba changed london madrid leg operated iberia instead booking bacom 2 3 leg operated ba none ba flight transfer paidfor seat selection london madrid got arrange refund payment point airline offering service taking money service decide later bothered provide paid good faith giving 1 10 mark zero reflect zero service received,positive,[],556
151,memorable day january 9th family embarked journey london heathrow terminal 5 destined glasgow little anticipate series event would unfold shaping travel experience tale exceptional service unwavering dedication navigated bustling corridor airport journey encountered unexpected hurdle juncture found grappling booking complication compounded banking delay amid quandary sought assistance british airway personnel terminal 5 hoping salvage travel plan enter mr sathies beacon hope amidst chaos demeanour exuding empathy professionalism mr sathies swiftly assessed situation hand despite setback wasted time springing action exploring every avenue mitigate impact unforeseen challenge faced sequence event unfolded remarkable clarity mr sathies tirelessly liaised various stakeholder including senior colleague managerial counterpart mr gurvir singh dhillon collaborative effort culminated solution exceeded expectation mr sathies unwavering dedication mr gurvir singh dhillons steadfast support travel arrangement salvaged without incurring additional cost despite initial uncertainty family able proceed journey embarking flight glasgow renewed sense gratitude appreciation exceptional service rendered british airway reflect upon precise sequence event transpired fateful day filled profound gratitude towards mr sathies mr gurvir singh dhillon entire british airway team meticulous attention detail unwavering commitment customer satisfaction reaffirmed faith british airway paragon excellence within aviation industry,positive,[],1520
152,actually get fly ba cancelled flight 3 day notice refused offer acceptable alternative resulting 2 people losing holiday river cruise since appears standard protocol ignored every communication regarding obligation compensation option pursue via official channel,positive,[],262
153,possibly worse checkin experience ever ever took nearly 50 minute phone call numerous staff check u redemption flight account utterly bizarre situation procedure weve done without hitch last 20 year onboard disappointed old style club world seat meaning stepping fellow passenger use toilet earth still use feel dated saving grace quite often case fabulous cabin crew amazing fed back ba direct sing praise finger crossed return leg,positive,[],432
154,flew lhr ath club europe ba641 dec 31 transfer jal flight back tokyo first great expectation service would enjoy board partly flight time le 4 hour seat configuration club europe typical european business class middle seat empty afterward board remembering took route ba 30 year ago got feel relaxed unobtrusive courteous service asked champagne refill couple time benign smile would come,positive,[],388
155,like british airway world traveller plus product seat comfy food good crew flight attentive friendly especially csm came round introduced u made sure comfortable bar closed half way flight cancun cant uplift alcoholic drink cancun juice water tea coffee available full flight criticism british airway premium economy feel like actively try split family unless pay 100 pre book seat majority drink served plastic glass inflight snack available 11 hour flight upgraded version economy airline like qantas singapore airline business minus still worth extra though,positive,[],560
156,come boarding cabin luggage taken plane full asked take cabin large notebook electronics nothing change sitting plane holding notebook several pack luggage think stand stuff hand passport control line warsaw people around come plane cabin luggage,positive,[],246
157,stinking nappy changed business cabin throughout flight miami four u one family travelling british airway business british airway gold card member member british airway executive club since 1979 ever fly british airway first class business class become habit fly ba trust safety regular long haul flight booked british airway first business next year often fly usa wife used virgin atlantic gold card however sadly returned ba virgin first class seat product even service virgin gold card department scale absolutely brilliant loved virgin lounge heathrow flight miami british airway one double decker aircraft big believe contributed appalling service perhaps familiarity breed contempt however whether business first view ba aircraft dirty bus sky food much better however flight distinguished smell poo throughout journey caused mother baby changing nappy within business class cabin instead wc try enjoying lunch glass wine air around permeated smell poo must three four baby nappy changed regularly cabin put screaming cant helped poo cabin crew nothing despite asked telephoned ba customer service ended speaking lady manchester ba office told ba cabin crew many year told changing nappy cabin allowed completely unacceptable particularly awful passenger trying enjoy meal wife flying first class british airway usa april also first class ticket usa booked december sent complaint ba customer relation behalf four member family travelled british airway december 19 miami lhr put disgusting smell time quite dreadful received response offering 300 voucher 30000 avios given cost four business class flight miami london british airway value loss enjoyment travelling stinking cabin 75 per passenger given gold card holder extremely good customer clearly top one percent ba customer gold cardholder behave god know behave everybody else tell flying virgin atlantic gold member highly positive child young used fly ba first class time would dream changing nappy cabin cabin complained british airway asked changing nappy first class would allowed dinner service ignored question numerous business class flight booked ba course next 12 month well first class flight booked,positive,[],2173
158,worst service ever lost baggage delayed flight missed connection one helping get back british airway website broken doesnt let fill missing report doesnt give missing file report number way contact british airway dumbest ever ai chatbot,negative,[],236
159,ba 246 21jan 2023 appreciate unprofessional attitude pilot flight scheduled departure 1620 advised boarding time 1520 whole flight full passenger waiting gate board 1520 1540 cabin crew board 1555 pilot board sao paulo airport duty free branded shopping bag 1620 flight still boarding finally push back 1700 40 minute late captain came intercom announce delay due traffic crew hotel airport sorry captain whole plane saw pilot colleague board fifteen minute cabin crew clutching duty free pilot colleague still made time stop,positive,[],525
160,great experience could check online two separate part ba computer system talk lhr delightful check clerk sorted quickly manually boarded time luggage loading halted captain spotted technical issue engineer called time sorted missed slot took hour behind schedule flight uneventful plane clearly seen better day legroom appalling handout small bottle water soggy cookie made one wish day flying ba meant something special next time jet2,positive,[],435
161,excited fly ba id travelled long haul 25yrs ive travelled australia many occasion ive pretty much travelled terrible experience ba become ryanair longhaul travel riding previous good name reputation delayed 5hrs terminal offered one glass water last minute meal additional drink offered charging point outdated 3 5 didnt work family five travelling flight entertainment also outdated movie available poor compared airline food atrocious flew ba lhrhongkong return cathay hkaustralia return comparison vast offered pre meal drink snack drink meal menu flight knew choice quality food vastly better cathay luggage lost nearly two hour hong kong arrived london one bag badly damaged unusable redeeming part crew return flight amazing severine angel helped make journey pleasant kid,positive,[],778
162,want warn everyone worst customer service experience ever really look like british airway customer service phone trained help anyway create problem rather solving last week called british airway make reservation family time explained customer service representative wanted make booking pay transfer mile american express representative told u could make reservation mile account asked u contact american express make transfer booking could made conversation recorded british airway could checked immediately called amex within 30 minute solicited transfer 500k mile amex clearly stated u whether sure transfer reversible said fine since checked previously british airway called british airway immediately make reservation miami confirmed mile arrived account surprise told u space even one seat miami could use mile explained situation led believe could flight mile transferred mile went deaf ear called german office absolutely unhelpful also called uk customer service unhelpful manager able open flight u mile kept repeating possible even though paid flight got seat also seat available would gold status end british airway took absolutely responsibility causing problem give u solution kept mile pay trip miami service customer company business every time call made u wait 45 minute answer put u hold 2 day waiting talking british airway 2 hour day line 45 minute time told lady agent hang phone long phone customer customer never help u,positive,[],1441
163,paid business class travelling cairo london heathrow got economy seat difference economy middle seat vacant couldnt recline entertainment 5hr flight uncomfortable seat disgusting food put formal complaint 3 day ago reply ba account x hacked got approached scammer posting even flagging ba nothing done disgusting avoid,negative,['x'],318
164,plane extremely dirty chocolate smudged mine childrens seat wipe seat landed immediately realized left camera bag airplane overhead cabin would let back plane security reason went british airway team ground refused contact cabin crew threw massive fuss manager reluctantly agreed point cabin crew disembarked 3 week sign camera assumed stolen complained british airway get automatedgeneric response keep checking lost property zero customer service regular customer could mitigated willing help beginning disappointed,negative,[],517
165,overall journey wasnt bad however end baggage arrival nearly took 15 hour actual flight time baggage flight arriving delivered whereas baggage staff airport clue information baggage flight hasnt arrived raised hand saying cant anything poor communication customer facing skill,negative,[],276
166,overall satisfied ground staff member yvr extremely helpful courteous a350 month old seat good order comfortable standard modern day class seat although small washroom already starting look bit shabby cabin crew friendly professional meal service carried reasonable time flight choice 2 option main meal leg journey 1 month apart flight departed time unfortunately upon landing lhr unable deplane quite time due staffing issue lhr fault airline given frequent update situation flight manager flight deck,positive,[],503
167,always fly ba total shamble booked manchester london madrid ba first leg iberia 2nd try wherever possible avoid ba however manchester london late however ran ib flight got b gate boarding started group 1 went board gate sounded alarm ba removed ib flight ba flight 3 hour later ba reissued ticket ib could put back flight 3 hour wasted ba total incompetence airline total disgrace crew nice typical ba crew oh im fabulous dont need nice paying passenger club europe cramped terrible food,positive,[],487
168,first time using ba business class pleased service received one waiting check inbag drop security 2 minute used lounge b gate area found quiet plenty food drink offer boarding quick cabin 1x2x1 layout 12 seat although larger bc cabin behind 30 seat food drink plenty full good quality service cabin crew excellent cabin manager lauren even made birthday card found wife special birthday departed early arrived jfk early well thing disliked paying 117 select seat free wifi,positive,[],472
169,extremely rude ground service nonrev flying london connectionlayover gate agent extremely rude forced check carry suitcase explanation oversized however put sizer fit perfectly without force plane fully booked lot room overhead gate agent insistent rushed u regard fact would redo security order get bag switching airline needed carry due nonrev status flight good attendant polite helpful complains extremely unhappy gate agent service understand pleasant job frankly would overjoyed work either explain inconvenienced fair explanation attention,positive,[],546
170,son flew geneva last sunday skiing holiday le arc flight cancelled moment prior boarding transferred flight departing three half hour later got delayed three hour didnt load food plane forgot load baggage business class passenger earlier flight problem happen complex operation totally unacceptable service one receives problem offshore call centre unhelpful obstructive wanting fob issue getting customer call special help line merely refer one webpage cut web page often unable give information updated often refuse update input time please try later access people willing help empowered help actually move situation forward way weve sitting hotel waiting bag arrive two half day unable ski due entire wardrobe case outdated luggage tracking system suitacase geneva 2 day ago sat noone willing step get delivered incredibly heartless incompetent company,negative,[],855
171,price paid bought sale decent experience although club class business class seat offer legroom economy class using shorthaul fleet 4 hour flight fast track security honoured lounge istanbul airport overcrowded also open public pay usage causing long queue entry badly organised boarding smooth cabin crew friendly service hitandmiss eg people got welcome didnt half cabin automatically offered coffee dinner half however drink replenished generously regularly meal good choice three main menu,positive,[],492
172,flight left time arrived half hour earlier scheduled thanks strong tail wind flight full catering loaded economy passenger heathrow 3 half hour small bottle water small packet corn snack nothing available even buy eat worse lowcost carrier experience sense one light panel overhead seat towards back plan broken loose hanging unfortunate passenger head whole flight poor maintenance cabin would choose another airline route future one competitor offer full meal service route even economy cabin,negative,[],494
173,poor business class product ba even close airline leader ever way sell seat 777 242 layout cabin feel cramped food business class economy quality served china dish however price course premier level positive whole fight return cabin crew fantastic felt genuinely sorry try flog poor product would fly ba business option choice,positive,[],326
174,review lhrsydlhr ba015 ba016 business class 121 configuration 777 giving space privacy easy aisle access seat reclines comfortable flat bed good quality pillow duvet privacy sliding door good storage space around seat charging point flight time delay gluten free meal poor quality presentation warm processed meat two bland slice gf bread apparently business class breakfast two sector main course choice offered bland fish served single small tray covered foil business class condensation formed dish reheated probably chilled offering sitting weak watery liquid one crew member appeared genuinely apologetic meekly served one meal ba also serve gf offering economy economy plus first long haul flight advice gf take food dine lounge care ba 24 hour travelling companion good regular meal told choice main course flight crew gave impression job covering basic rather welcoming engaging usual hospitality industry waffle service little substance delivered,positive,[],955
175,absolutely pathetic business class product ba even remotely competitive international airline business class market old outdated 8 across seating make typing mistake either climb across someone someone climb across gain aisle access crew must also hate layout since reach little window opening provide service passenger 2 center seat ba like europeanbased airline factual intraeuropean business class product even though promote sell business class intraeurope flight feature 33 seating throughout aircraft difference middle seat left empty business class passenger get meal drink justify higher cost ba transatlantic business class product slightly better narrow 8 across seating biggest surprise lislhr lhriah flight ba fact substantially improved food quality shocking unfortunately served worst business class configuration international airline flown entertainment system small screen laptop screen twice size like airline offering 2 decade ago flight crew pleasant perfunctory best one expect ba crew ba simply never match quality carrier like singapore emirate qatar etihad eva ana japan air new zealand qantas many others ba compete usbased airline like delta american united also even universe term highquality business class product one biggest slap face ba expects business class passenger pay select seat even though paid thousand dollar fly business class several hundred u dollar transatlantic flight wait 24 hour flight time allowed select seat cost certainly another ba management decision made without functioning brain,negative,['zealand'],1536
176,overall bad staff look tired overworked trying best weird seat 21g going 21d going home button press seat recline stiff get help flight get work another button also stiff bring leg rest awkward thing doesnt come far enough use leg obstructs foot really get help activate stiff button one point lady next pressing button tried recline sit put leg rest back gave called flight attendant also trouble ba please give maintenance food one three menu choice available time got premium ec pasta bad christmas turkey dinner offered load popular available 10 minute meal service breakfast unidentified soggy pastry thing cardboard tube disgusting offered return journey cold pastry fruit would much nicer tea coffee hot least overall would say air canada provides much superior premium ec service ba wont choose ba,negative,[],805
177,first flight british airway 13 year usual couldnt fault connecting little interaction ground staff staff lounge friendly helpful cabin crew flight great welcoming friendly meal delicious shortage drink offered seat economy seat middle row blocked recline arrived stockholm little early snow shower nice welcome back stockholm bag checked jfk delivered safely within 20 min arriving,positive,[],381
